route_id,trip_id,day_of_week,hour,stop_id,boardings,alightings,overall
ROUTE15,TRIP302,Friday,17,S9,20.0,3.0,85.0
ROUTE15,TRIP302,Friday,18,S10,30.0,18.0,97.0
ROUTE15,TRIP302,Friday,18,S2,0.0,48.0,49.0
ROUTE15,TRIP302,Friday,18,S5,26.0,0.0,75.0
ROUTE15,TRIP302,Friday,18,S9,22.0,12.0,85.0
ROUTE15,TRIP302,Friday,19,S10,18.0,18.0,85.0
ROUTE15,TRIP302,Friday,19,S2,0.0,36.0,49.0
ROUTE15,TRIP302,Friday,19,S5,13.0,0.0,62.0
ROUTE15,TRIP302,Friday,19,S9,28.0,5.0,85.0
ROUTE15,TRIP302,Friday,21,S10,7.0,8.0,84.0
ROUTE15,TRIP302,Friday,21,S2,0.0,12.0,72.0
ROUTE15,TRIP302,Friday,21,S5,8.0,0.0,80.0
ROUTE15,TRIP302,Friday,21,S9,10.0,5.0,85.0
ROUTE15,TRIP302,Friday,22,S10,7.0,3.0,89.0
ROUTE15,TRIP302,Friday,22,S2,0.0,20.0,69.0
ROUTE15,TRIP302,Friday,22,S5,7.0,0.0,76.0
ROUTE15,TRIP302,Friday,22,S9,13.0,4.0,85.0
ROUTE15,TRIP302,Monday,7,S10,42.0,0.0,42.0
ROUTE15,TRIP302,Monday,7,S2,0.0,42.0,0.0
ROUTE15,TRIP302,Monday,7,S5,48.0,0.0,48.0
ROUTE15,TRIP302,Monday,7,S9,43.0,21.0,70.0
ROUTE15,TRIP302,Monday,8,S10,49.0,32.0,87.0
ROUTE15,TRIP302,Monday,8,S2,0.0,86.0,1.0
ROUTE15,TRIP302,Monday,8,S5,34.0,0.0,35.0
ROUTE15,TRIP302,Monday,8,S9,46.0,11.0,70.0
ROUTE15,TRIP302,Monday,9,S10,33.0,31.0,72.0
ROUTE15,TRIP302,Monday,9,S2,0.0,68.0,4.0
ROUTE15,TRIP302,Monday,9,S5,40.0,0.0,44.0
ROUTE15,TRIP302,Monday,9,S9,37.0,11.0,70.0
ROUTE15,TRIP302,Monday,11,S10,23.0,17.0,76.0
ROUTE15,TRIP302,Monday,11,S2,0.0,43.0,33.0
ROUTE15,TRIP302,Monday,11,S5,26.0,0.0,59.0
ROUTE15,TRIP302,Monday,11,S9,20.0,9.0,70.0
ROUTE15,TRIP302,Monday,12,S10,17.0,21.0,66.0
ROUTE15,TRIP302,Monday,12,S2,0.0,41.0,25.0
ROUTE15,TRIP302,Monday,12,S5,23.0,0.0,48.0
ROUTE15,TRIP302,Monday,12,S9,27.0,5.0,70.0
ROUTE15,TRIP302,Monday,13,S10,34.0,13.0,91.0
ROUTE15,TRIP302,Monday,13,S2,0.0,54.0,37.0
ROUTE15,TRIP302,Monday,13,S5,21.0,0.0,58.0
ROUTE15,TRIP302,Monday,13,S9,21.0,9.0,70.0
ROUTE15,TRIP302,Monday,14,S10,17.0,19.0,68.0
ROUTE15,TRIP302,Monday,14,S2,0.0,46.0,22.0
ROUTE15,TRIP302,Monday,14,S5,21.0,0.0,43.0
ROUTE15,TRIP302,Monday,14,S9,36.0,9.0,70.0
ROUTE15,TRIP302,Monday,16,S10,24.0,15.0,79.0
ROUTE15,TRIP302,Monday,16,S2,0.0,37.0,42.0
ROUTE15,TRIP302,Monday,16,S5,19.0,0.0,61.0
ROUTE15,TRIP302,Monday,16,S9,14.0,5.0,70.0
ROUTE15,TRIP302,Monday,17,S10,18.0,23.0,65.0
ROUTE15,TRIP302,Monday,17,S2,0.0,41.0,24.0
ROUTE15,TRIP302,Monday,17,S5,16.0,0.0,40.0
ROUTE15,TRIP302,Monday,17,S9,35.0,5.0,70.0
ROUTE15,TRIP302,Monday,18,S10,26.0,16.0,80.0
ROUTE15,TRIP302,Monday,18,S2,0.0,45.0,35.0
ROUTE15,TRIP302,Monday,18,S5,22.0,0.0,57.0
ROUTE15,TRIP302,Monday,18,S9,16.0,3.0,70.0
ROUTE15,TRIP302,Monday,19,S10,16.0,8.0,78.0
ROUTE15,TRIP302,Monday,19,S2,0.0,27.0,51.0
ROUTE15,TRIP302,Monday,19,S5,17.0,0.0,68.0
ROUTE15,TRIP302,Monday,19,S9,9.0,7.0,70.0
ROUTE15,TRIP302,Monday,21,S10,11.0,4.0,77.0
ROUTE15,TRIP302,Monday,21,S2,0.0,14.0,63.0
ROUTE15,TRIP302,Monday,21,S5,8.0,0.0,71.0
ROUTE15,TRIP302,Monday,21,S9,4.0,5.0,70.0
ROUTE15,TRIP302,Monday,22,S10,8.0,7.0,71.0
ROUTE15,TRIP302,Monday,22,S2,0.0,24.0,47.0
ROUTE15,TRIP302,Monday,22,S5,15.0,0.0,62.0
ROUTE15,TRIP302,Monday,22,S9,10.0,2.0,70.0
ROUTE15,TRIP302,Saturday,7,S10,32.0,0.0,32.0
ROUTE15,TRIP302,Saturday,7,S2,0.0,32.0,0.0
ROUTE15,TRIP302,Saturday,7,S5,25.0,0.0,25.0
ROUTE15,TRIP302,Saturday,7,S9,28.0,10.0,43.0
ROUTE15,TRIP302,Saturday,8,S10,21.0,12.0,52.0
ROUTE15,TRIP302,Saturday,8,S2,0.0,38.0,14.0
ROUTE15,TRIP302,Saturday,8,S5,18.0,0.0,32.0
ROUTE15,TRIP302,Saturday,8,S9,18.0,7.0,43.0
ROUTE15,TRIP302,Saturday,9,S10,20.0,24.0,39.0
ROUTE15,TRIP302,Saturday,9,S2,0.0,39.0,0.0
ROUTE15,TRIP302,Saturday,9,S5,27.0,0.0,27.0
ROUTE15,TRIP302,Saturday,9,S9,33.0,7.0,53.0
ROUTE15,TRIP302,Saturday,11,S10,17.0,13.0,57.0
ROUTE15,TRIP302,Saturday,11,S2,0.0,24.0,33.0
ROUTE15,TRIP302,Saturday,11,S5,12.0,0.0,45.0
ROUTE15,TRIP302,Saturday,11,S9,14.0,6.0,53.0
ROUTE15,TRIP302,Saturday,12,S10,11.0,16.0,48.0
ROUTE15,TRIP302,Saturday,12,S2,0.0,28.0,20.0
ROUTE15,TRIP302,Saturday,12,S5,16.0,0.0,36.0
ROUTE15,TRIP302,Saturday,12,S9,23.0,6.0,53.0
ROUTE15,TRIP302,Saturday,13,S10,14.0,7.0,60.0
ROUTE15,TRIP302,Saturday,13,S2,0.0,27.0,33.0
ROUTE15,TRIP302,Saturday,13,S5,15.0,0.0,48.0
ROUTE15,TRIP302,Saturday,13,S9,9.0,4.0,53.0
ROUTE15,TRIP302,Saturday,14,S10,12.0,15.0,50.0
ROUTE15,TRIP302,Saturday,14,S2,0.0,27.0,23.0
ROUTE15,TRIP302,Saturday,14,S5,16.0,0.0,39.0
ROUTE15,TRIP302,Saturday,14,S9,19.0,5.0,53.0
ROUTE15,TRIP302,Saturday,16,S10,13.0,12.0,54.0
ROUTE15,TRIP302,Saturday,16,S2,0.0,22.0,32.0
ROUTE15,TRIP302,Saturday,16,S5,10.0,0.0,42.0
ROUTE15,TRIP302,Saturday,16,S9,14.0,3.0,53.0
ROUTE15,TRIP302,Saturday,17,S10,9.0,10.0,52.0
ROUTE15,TRIP302,Saturday,17,S2,0.0,23.0,29.0
ROUTE15,TRIP302,Saturday,17,S5,17.0,0.0,46.0
ROUTE15,TRIP302,Saturday,17,S9,14.0,7.0,53.0
ROUTE15,TRIP302,Saturday,18,S10,11.0,9.0,55.0
ROUTE15,TRIP302,Saturday,18,S2,0.0,25.0,30.0
ROUTE15,TRIP302,Saturday,18,S5,18.0,0.0,48.0
ROUTE15,TRIP302,Saturday,18,S9,11.0,6.0,53.0
ROUTE15,TRIP302,Saturday,19,S10,15.0,9.0,59.0
ROUTE15,TRIP302,Saturday,19,S2,0.0,23.0,36.0
ROUTE15,TRIP302,Saturday,19,S5,7.0,0.0,43.0
ROUTE15,TRIP302,Saturday,19,S9,12.0,2.0,53.0
ROUTE15,TRIP302,Saturday,21,S10,3.0,5.0,51.0
ROUTE15,TRIP302,Saturday,21,S2,0.0,5.0,46.0
ROUTE15,TRIP302,Saturday,21,S5,6.0,0.0,52.0
ROUTE15,TRIP302,Saturday,21,S9,2.0,1.0,53.0
ROUTE15,TRIP302,Saturday,22,S10,9.0,8.0,54.0
ROUTE15,TRIP302,Saturday,22,S2,0.0,9.0,45.0
ROUTE15,TRIP302,Saturday,22,S5,4.0,0.0,49.0
ROUTE15,TRIP302,Saturday,22,S9,6.0,2.0,53.0
ROUTE15,TRIP302,Sunday,7,S10,26.0,0.0,26.0
ROUTE15,TRIP302,Sunday,7,S2,0.0,26.0,0.0
ROUTE15,TRIP302,Sunday,7,S5,32.0,0.0,32.0
ROUTE15,TRIP302,Sunday,7,S9,26.0,10.0,48.0
ROUTE15,TRIP302,Sunday,8,S10,19.0,13.0,54.0
ROUTE15,TRIP302,Sunday,8,S2,0.0,38.0,16.0
ROUTE15,TRIP302,Sunday,8,S5,19.0,0.0,35.0
ROUTE15,TRIP302,Sunday,8,S9,18.0,5.0,48.0
ROUTE15,TRIP302,Sunday,9,S10,23.0,18.0,53.0
ROUTE15,TRIP302,Sunday,9,S2,0.0,39.0,14.0
ROUTE15,TRIP302,Sunday,9,S5,20.0,0.0,34.0
ROUTE15,TRIP302,Sunday,9,S9,19.0,5.0,48.0
ROUTE15,TRIP302,Sunday,11,S10,22.0,11.0,59.0
ROUTE15,TRIP302,Sunday,11,S2,0.0,31.0,28.0
ROUTE15,TRIP302,Sunday,11,S5,10.0,0.0,38.0
ROUTE15,TRIP302,Sunday,11,S9,14.0,4.0,48.0
ROUTE15,TRIP302,Sunday,12,S10,15.0,11.0,52.0
ROUTE15,TRIP302,Sunday,12,S2,0.0,32.0,20.0
ROUTE15,TRIP302,Sunday,12,S5,9.0,0.0,29.0
ROUTE15,TRIP302,Sunday,12,S9,22.0,3.0,48.0
ROUTE15,TRIP302,Sunday,13,S10,7.0,14.0,41.0
ROUTE15,TRIP302,Sunday,13,S2,0.0,23.0,18.0
ROUTE15,TRIP302,Sunday,13,S5,23.0,0.0,41.0
ROUTE15,TRIP302,Sunday,13,S9,19.0,12.0,48.0
ROUTE15,TRIP302,Sunday,14,S10,14.0,11.0,51.0
ROUTE15,TRIP302,Sunday,14,S2,0.0,22.0,29.0
ROUTE15,TRIP302,Sunday,14,S5,7.0,0.0,36.0
ROUTE15,TRIP302,Sunday,14,S9,15.0,3.0,48.0
ROUTE15,TRIP302,Sunday,16,S10,13.0,7.0,54.0
ROUTE15,TRIP302,Sunday,16,S2,0.0,20.0,34.0
ROUTE15,TRIP302,Sunday,16,S5,8.0,0.0,42.0
ROUTE15,TRIP302,Sunday,16,S9,9.0,3.0,48.0
ROUTE15,TRIP302,Sunday,17,S10,9.0,14.0,43.0
ROUTE15,TRIP302,Sunday,17,S2,0.0,20.0,23.0
ROUTE15,TRIP302,Sunday,17,S5,13.0,0.0,36.0
ROUTE15,TRIP302,Sunday,17,S9,17.0,5.0,48.0
ROUTE15,TRIP302,Sunday,18,S10,8.0,13.0,43.0
ROUTE15,TRIP302,Sunday,18,S2,0.0,13.0,30.0
ROUTE15,TRIP302,Sunday,18,S5,10.0,0.0,40.0
ROUTE15,TRIP302,Sunday,18,S9,9.0,1.0,48.0
ROUTE15,TRIP302,Sunday,19,S10,9.0,13.0,44.0
ROUTE15,TRIP302,Sunday,19,S2,0.0,22.0,22.0
ROUTE15,TRIP302,Sunday,19,S5,15.0,0.0,37.0
ROUTE15,TRIP302,Sunday,19,S9,18.0,7.0,48.0
ROUTE15,TRIP302,Sunday,21,S10,7.0,3.0,52.0
ROUTE15,TRIP302,Sunday,21,S2,0.0,11.0,41.0
ROUTE15,TRIP302,Sunday,21,S5,6.0,0.0,47.0
ROUTE15,TRIP302,Sunday,21,S9,3.0,2.0,48.0
ROUTE15,TRIP302,Sunday,22,S10,5.0,2.0,51.0
ROUTE15,TRIP302,Sunday,22,S2,0.0,10.0,41.0
ROUTE15,TRIP302,Sunday,22,S5,4.0,0.0,45.0
ROUTE15,TRIP302,Sunday,22,S9,4.0,1.0,48.0
ROUTE15,TRIP302,Thursday,7,S10,33.0,0.0,33.0
ROUTE15,TRIP302,Thursday,7,S2,0.0,33.0,0.0
ROUTE15,TRIP302,Thursday,7,S5,38.0,0.0,38.0
ROUTE15,TRIP302,Thursday,7,S9,37.0,15.0,60.0
ROUTE15,TRIP302,Thursday,8,S10,31.0,38.0,53.0
ROUTE15,TRIP302,Thursday,8,S2,0.0,53.0,0.0
ROUTE15,TRIP302,Thursday,8,S5,35.0,0.0,35.0
ROUTE15,TRIP302,Thursday,8,S9,50.0,14.0,71.0
ROUTE15,TRIP302,Thursday,9,S10,32.0,26.0,77.0
ROUTE15,TRIP302,Thursday,9,S2,0.0,61.0,16.0
ROUTE15,TRIP302,Thursday,9,S5,26.0,0.0,42.0
ROUTE15,TRIP302,Thursday,9,S9,41.0,12.0,71.0
ROUTE15,TRIP302,Thursday,11,S10,17.0,18.0,70.0
ROUTE15,TRIP302,Thursday,11,S2,0.0,41.0,29.0
ROUTE15,TRIP302,Thursday,11,S5,24.0,0.0,53.0
ROUTE15,TRIP302,Thursday,11,S9,23.0,5.0,71.0
ROUTE15,TRIP302,Thursday,12,S10,22.0,16.0,77.0
ROUTE15,TRIP302,Thursday,12,S2,0.0,40.0,37.0
ROUTE15,TRIP302,Thursday,12,S5,20.0,0.0,57.0
ROUTE15,TRIP302,Thursday,12,S9,21.0,7.0,71.0
ROUTE15,TRIP302,Thursday,13,S10,31.0,20.0,82.0
ROUTE15,TRIP302,Thursday,13,S2,0.0,51.0,31.0
ROUTE15,TRIP302,Thursday,13,S5,27.0,0.0,58.0
ROUTE15,TRIP302,Thursday,13,S9,23.0,10.0,71.0
ROUTE15,TRIP302,Thursday,14,S10,18.0,13.0,76.0
ROUTE15,TRIP302,Thursday,14,S2,0.0,36.0,40.0
ROUTE15,TRIP302,Thursday,14,S5,23.0,0.0,63.0
ROUTE15,TRIP302,Thursday,14,S9,18.0,10.0,71.0
ROUTE15,TRIP302,Thursday,16,S10,12.0,14.0,69.0
ROUTE15,TRIP302,Thursday,16,S2,0.0,24.0,45.0
ROUTE15,TRIP302,Thursday,16,S5,11.0,0.0,56.0
ROUTE15,TRIP302,Thursday,16,S9,18.0,3.0,71.0
ROUTE15,TRIP302,Thursday,17,S10,18.0,15.0,74.0
ROUTE15,TRIP302,Thursday,17,S2,0.0,29.0,45.0
ROUTE15,TRIP302,Thursday,17,S5,13.0,0.0,58.0
ROUTE15,TRIP302,Thursday,17,S9,17.0,4.0,71.0
ROUTE15,TRIP302,Thursday,18,S10,15.0,23.0,63.0
ROUTE15,TRIP302,Thursday,18,S2,0.0,34.0,29.0
ROUTE15,TRIP302,Thursday,18,S5,26.0,0.0,55.0
ROUTE15,TRIP302,Thursday,18,S9,22.0,6.0,71.0
ROUTE15,TRIP302,Thursday,19,S10,17.0,9.0,79.0
ROUTE15,TRIP302,Thursday,19,S2,0.0,28.0,51.0
ROUTE15,TRIP302,Thursday,19,S5,11.0,0.0,62.0
ROUTE15,TRIP302,Thursday,19,S9,12.0,3.0,71.0
ROUTE15,TRIP302,Thursday,21,S10,7.0,4.0,74.0
ROUTE15,TRIP302,Thursday,21,S2,0.0,10.0,64.0
ROUTE15,TRIP302,Thursday,21,S5,5.0,0.0,69.0
ROUTE15,TRIP302,Thursday,21,S9,5.0,3.0,71.0
ROUTE15,TRIP302,Thursday,22,S10,4.0,12.0,63.0
ROUTE15,TRIP302,Thursday,22,S2,0.0,8.0,55.0
ROUTE15,TRIP302,Thursday,22,S5,5.0,0.0,60.0
ROUTE15,TRIP302,Thursday,22,S9,13.0,2.0,71.0
ROUTE15,TRIP302,Tuesday,7,S10,38.0,0.0,38.0
ROUTE15,TRIP302,Tuesday,7,S2,0.0,38.0,0.0
ROUTE15,TRIP302,Tuesday,7,S5,32.0,0.0,32.0
ROUTE15,TRIP302,Tuesday,7,S9,47.0,15.0,64.0
ROUTE15,TRIP302,Tuesday,8,S10,38.0,34.0,68.0
ROUTE15,TRIP302,Tuesday,8,S2,0.0,68.0,0.0
ROUTE15,TRIP302,Tuesday,8,S5,40.0,0.0,40.0
ROUTE15,TRIP302,Tuesday,8,S9,40.0,16.0,64.0
ROUTE15,TRIP302,Tuesday,9,S10,31.0,34.0,61.0
ROUTE15,TRIP302,Tuesday,9,S2,0.0,61.0,0.0
ROUTE15,TRIP302,Tuesday,9,S5,48.0,0.0,48.0
ROUTE15,TRIP302,Tuesday,9,S9,36.0,12.0,72.0
ROUTE15,TRIP302,Tuesday,11,S10,18.0,23.0,67.0
ROUTE15,TRIP302,Tuesday,11,S2,0.0,37.0,30.0
ROUTE15,TRIP302,Tuesday,11,S5,22.0,0.0,52.0
ROUTE15,TRIP302,Tuesday,11,S9,25.0,5.0,72.0
ROUTE15,TRIP302,Tuesday,12,S10,21.0,19.0,74.0
ROUTE15,TRIP302,Tuesday,12,S2,0.0,41.0,33.0
ROUTE15,TRIP302,Tuesday,12,S5,27.0,0.0,60.0
ROUTE15,TRIP302,Tuesday,12,S9,23.0,11.0,72.0
ROUTE15,TRIP302,Tuesday,13,S10,26.0,15.0,83.0
ROUTE15,TRIP302,Tuesday,13,S2,0.0,41.0,42.0
ROUTE15,TRIP302,Tuesday,13,S5,23.0,0.0,65.0
ROUTE15,TRIP302,Tuesday,13,S9,14.0,7.0,72.0
ROUTE15,TRIP302,Tuesday,14,S10,14.0,29.0,57.0
ROUTE15,TRIP302,Tuesday,14,S2,0.0,37.0,20.0
ROUTE15,TRIP302,Tuesday,14,S5,29.0,0.0,49.0
ROUTE15,TRIP302,Tuesday,14,S9,31.0,8.0,72.0
ROUTE15,TRIP302,Tuesday,16,S10,12.0,13.0,71.0
ROUTE15,TRIP302,Tuesday,16,S2,0.0,21.0,50.0
ROUTE15,TRIP302,Tuesday,16,S5,10.0,0.0,60.0
ROUTE15,TRIP302,Tuesday,16,S9,15.0,3.0,72.0
ROUTE15,TRIP302,Tuesday,17,S10,26.0,14.0,84.0
ROUTE15,TRIP302,Tuesday,17,S2,0.0,34.0,50.0
ROUTE15,TRIP302,Tuesday,17,S5,17.0,0.0,67.0
ROUTE15,TRIP302,Tuesday,17,S9,12.0,7.0,72.0
ROUTE15,TRIP302,Tuesday,18,S10,18.0,15.0,75.0
ROUTE15,TRIP302,Tuesday,18,S2,0.0,38.0,37.0
ROUTE15,TRIP302,Tuesday,18,S5,24.0,0.0,61.0
ROUTE15,TRIP302,Tuesday,18,S9,19.0,8.0,72.0
ROUTE15,TRIP302,Tuesday,19,S10,18.0,18.0,72.0
ROUTE15,TRIP302,Tuesday,19,S2,0.0,26.0,46.0
ROUTE15,TRIP302,Tuesday,19,S5,14.0,0.0,60.0
ROUTE15,TRIP302,Tuesday,19,S9,16.0,4.0,72.0
ROUTE15,TRIP302,Tuesday,21,S10,8.0,8.0,72.0
ROUTE15,TRIP302,Tuesday,21,S2,0.0,18.0,54.0
ROUTE15,TRIP302,Tuesday,21,S5,10.0,0.0,64.0
ROUTE15,TRIP302,Tuesday,21,S9,9.0,1.0,72.0
ROUTE15,TRIP302,Tuesday,22,S10,8.0,2.0,78.0
ROUTE15,TRIP302,Tuesday,22,S2,0.0,15.0,63.0
ROUTE15,TRIP302,Tuesday,22,S5,5.0,0.0,68.0
ROUTE15,TRIP302,Tuesday,22,S9,6.0,2.0,72.0
ROUTE15,TRIP302,Wednesday,7,S10,22.0,0.0,22.0
ROUTE15,TRIP302,Wednesday,7,S2,0.0,22.0,0.0
ROUTE15,TRIP302,Wednesday,7,S5,37.0,0.0,37.0
ROUTE15,TRIP302,Wednesday,7,S9,35.0,16.0,56.0
ROUTE15,TRIP302,Wednesday,8,S10,36.0,23.0,69.0
ROUTE15,TRIP302,Wednesday,8,S2,0.0,64.0,5.0
ROUTE15,TRIP302,Wednesday,8,S5,31.0,0.0,36.0
ROUTE15,TRIP302,Wednesday,8,S9,28.0,8.0,56.0
ROUTE15,TRIP302,Wednesday,9,S10,36.0,31.0,61.0
ROUTE15,TRIP302,Wednesday,9,S2,0.0,61.0,0.0
ROUTE15,TRIP302,Wednesday,9,S5,29.0,0.0,29.0
ROUTE15,TRIP302,Wednesday,9,S9,39.0,7.0,61.0
ROUTE15,TRIP302,Wednesday,11,S10,19.0,15.0,65.0
ROUTE15,TRIP302,Wednesday,11,S2,0.0,36.0,29.0
ROUTE15,TRIP302,Wednesday,11,S5,13.0,0.0,42.0
ROUTE15,TRIP302,Wednesday,11,S9,26.0,7.0,61.0
ROUTE15,TRIP302,Wednesday,12,S10,16.0,21.0,56.0
ROUTE15,TRIP302,Wednesday,12,S2,0.0,30.0,26.0
ROUTE15,TRIP302,Wednesday,12,S5,23.0,0.0,49.0
ROUTE15,TRIP302,Wednesday,12,S9,18.0,6.0,61.0
ROUTE15,TRIP302,Wednesday,13,S10,21.0,14.0,68.0
ROUTE15,TRIP302,Wednesday,13,S2,0.0,33.0,35.0
ROUTE15,TRIP302,Wednesday,13,S5,18.0,0.0,53.0
ROUTE15,TRIP302,Wednesday,13,S9,16.0,8.0,61.0
ROUTE15,TRIP302,Wednesday,14,S10,19.0,15.0,65.0
ROUTE15,TRIP302,Wednesday,14,S2,0.0,31.0,34.0
ROUTE15,TRIP302,Wednesday,14,S5,18.0,0.0,52.0
ROUTE15,TRIP302,Wednesday,14,S9,14.0,5.0,61.0
ROUTE15,TRIP302,Wednesday,16,S10,24.0,19.0,66.0
ROUTE15,TRIP302,Wednesday,16,S2,0.0,40.0,26.0
ROUTE15,TRIP302,Wednesday,16,S5,22.0,0.0,48.0
ROUTE15,TRIP302,Wednesday,16,S9,19.0,6.0,61.0
ROUTE15,TRIP302,Wednesday,17,S10,14.0,16.0,59.0
ROUTE15,TRIP302,Wednesday,17,S2,0.0,31.0,28.0
ROUTE15,TRIP302,Wednesday,17,S5,17.0,0.0,45.0
ROUTE15,TRIP302,Wednesday,17,S9,19.0,3.0,61.0
ROUTE15,TRIP302,Wednesday,18,S10,23.0,15.0,69.0
ROUTE15,TRIP302,Wednesday,18,S2,0.0,35.0,34.0
ROUTE15,TRIP302,Wednesday,18,S5,19.0,0.0,53.0
ROUTE15,TRIP302,Wednesday,18,S9,16.0,8.0,61.0
ROUTE15,TRIP302,Wednesday,19,S10,15.0,17.0,59.0
ROUTE15,TRIP302,Wednesday,19,S2,0.0,25.0,34.0
ROUTE15,TRIP302,Wednesday,19,S5,19.0,0.0,53.0
ROUTE15,TRIP302,Wednesday,19,S9,13.0,5.0,61.0
ROUTE15,TRIP302,Wednesday,21,S10,4.0,8.0,57.0
ROUTE15,TRIP302,Wednesday,21,S2,0.0,13.0,44.0
ROUTE15,TRIP302,Wednesday,21,S5,7.0,0.0,51.0
ROUTE15,TRIP302,Wednesday,21,S9,10.0,0.0,61.0
ROUTE15,TRIP302,Wednesday,22,S10,2.0,6.0,57.0
ROUTE15,TRIP302,Wednesday,22,S2,0.0,7.0,50.0
ROUTE15,TRIP302,Wednesday,22,S5,10.0,0.0,60.0
ROUTE15,TRIP302,Wednesday,22,S9,4.0,3.0,61.0
ROUTE19,TRIP303,Friday,7,S1,28.0,0.0,28.0
ROUTE19,TRIP303,Friday,7,S10,25.0,15.0,38.0
ROUTE19,TRIP303,Friday,7,S4,22.0,0.0,60.0
ROUTE19,TRIP303,Friday,7,S5,19.0,13.0,66.0
ROUTE19,TRIP303,Friday,7,S7,0.0,60.0,6.0
ROUTE19,TRIP303,Friday,7,S9,27.0,3.0,30.0
ROUTE19,TRIP303,Friday,8,S1,17.0,24.0,23.0
ROUTE19,TRIP303,Friday,8,S10,23.0,20.0,26.0
ROUTE19,TRIP303,Friday,8,S4,16.0,0.0,42.0
ROUTE19,TRIP303,Friday,8,S5,24.0,6.0,60.0
ROUTE19,TRIP303,Friday,8,S7,0.0,51.0,9.0
ROUTE19,TRIP303,Friday,8,S9,25.0,4.0,30.0
ROUTE19,TRIP303,Friday,9,S1,23.0,30.0,23.0
ROUTE19,TRIP303,Friday,9,S10,19.0,21.0,21.0
ROUTE19,TRIP303,Friday,9,S4,19.0,0.0,40.0
ROUTE19,TRIP303,Friday,9,S5,33.0,8.0,65.0
ROUTE19,TRIP303,Friday,9,S7,0.0,53.0,12.0
ROUTE19,TRIP303,Friday,9,S9,24.0,2.0,34.0
ROUTE19,TRIP303,Friday,11,S1,12.0,17.0,29.0
ROUTE19,TRIP303,Friday,11,S10,15.0,6.0,38.0
ROUTE19,TRIP303,Friday,11,S4,11.0,0.0,49.0
ROUTE19,TRIP303,Friday,11,S5,7.0,9.0,47.0
ROUTE19,TRIP303,Friday,11,S7,0.0,28.0,19.0
ROUTE19,TRIP303,Friday,11,S9,18.0,3.0,34.0
ROUTE19,TRIP303,Friday,12,S1,16.0,18.0,32.0
ROUTE19,TRIP303,Friday,12,S10,15.0,11.0,36.0
ROUTE19,TRIP303,Friday,12,S4,15.0,0.0,51.0
ROUTE19,TRIP303,Friday,12,S5,17.0,8.0,60.0
ROUTE19,TRIP303,Friday,12,S7,0.0,43.0,17.0
ROUTE19,TRIP303,Friday,12,S9,18.0,1.0,34.0
ROUTE19,TRIP303,Friday,13,S1,17.0,13.0,38.0
ROUTE19,TRIP303,Friday,13,S10,15.0,9.0,44.0
ROUTE19,TRIP303,Friday,13,S4,13.0,0.0,57.0
ROUTE19,TRIP303,Friday,13,S5,11.0,4.0,64.0
ROUTE19,TRIP303,Friday,13,S7,0.0,40.0,24.0
ROUTE19,TRIP303,Friday,13,S9,13.0,3.0,34.0
ROUTE19,TRIP303,Friday,14,S1,14.0,14.0,34.0
ROUTE19,TRIP303,Friday,14,S10,14.0,7.0,41.0
ROUTE19,TRIP303,Friday,14,S4,15.0,0.0,56.0
ROUTE19,TRIP303,Friday,14,S5,3.0,6.0,53.0
ROUTE19,TRIP303,Friday,14,S7,0.0,30.0,23.0
ROUTE19,TRIP303,Friday,14,S9,14.0,3.0,34.0
ROUTE19,TRIP303,Friday,16,S1,15.0,13.0,36.0
ROUTE19,TRIP303,Friday,16,S10,10.0,5.0,41.0
ROUTE19,TRIP303,Friday,16,S4,12.0,0.0,53.0
ROUTE19,TRIP303,Friday,16,S5,14.0,9.0,58.0
ROUTE19,TRIP303,Friday,16,S7,0.0,30.0,28.0
ROUTE19,TRIP303,Friday,16,S9,8.0,2.0,34.0
ROUTE19,TRIP303,Friday,17,S1,12.0,29.0,17.0
ROUTE19,TRIP303,Friday,17,S10,12.0,7.0,22.0
ROUTE19,TRIP303,Friday,17,S4,17.0,0.0,39.0
ROUTE19,TRIP303,Friday,17,S5,15.0,4.0,50.0
ROUTE19,TRIP303,Friday,17,S7,0.0,28.0,22.0
ROUTE19,TRIP303,Friday,17,S9,14.0,2.0,34.0
ROUTE19,TRIP303,Friday,18,S1,8.0,12.0,30.0
ROUTE19,TRIP303,Friday,18,S10,7.0,12.0,25.0
ROUTE19,TRIP303,Friday,18,S4,18.0,0.0,43.0
ROUTE19,TRIP303,Friday,18,S5,9.0,11.0,41.0
ROUTE19,TRIP303,Friday,18,S7,0.0,23.0,18.0
ROUTE19,TRIP303,Friday,18,S9,18.0,2.0,34.0
ROUTE19,TRIP303,Friday,19,S1,15.0,18.0,31.0
ROUTE19,TRIP303,Friday,19,S10,10.0,9.0,32.0
ROUTE19,TRIP303,Friday,19,S4,9.0,0.0,41.0
ROUTE19,TRIP303,Friday,19,S5,9.0,4.0,46.0
ROUTE19,TRIP303,Friday,19,S7,0.0,26.0,20.0
ROUTE19,TRIP303,Friday,19,S9,15.0,1.0,34.0
ROUTE19,TRIP303,Friday,21,S1,2.0,5.0,31.0
ROUTE19,TRIP303,Friday,21,S10,1.0,2.0,30.0
ROUTE19,TRIP303,Friday,21,S4,2.0,0.0,32.0
ROUTE19,TRIP303,Friday,21,S5,3.0,2.0,33.0
ROUTE19,TRIP303,Friday,21,S7,0.0,4.0,29.0
